exchange,symbol,portfolio
arb,SANM,US_D1
arb,GEV_US,US_D1
arb,NKE,US_D1
arb,PKG_US,US_D1
arb,FRSH_US,US_D1
arb,AMZN,US_D1_OPT
arb,KLAC,US_D1_OPT
arb,TSLA,US_D1
arb,DELL_US,US_D1_OPT
arb,FXI,US_D1
arb,FCX,US_D1
arb,IGN_US,US_D1
arb,SNOW_US,US_D1
arb,STLD,US_D1
arb,BTDR_US,US_D1
arb,GGAL_US,US_D1
arb,MDB_US,US_D1
arb,LEA,US_D1
arb,SAIC,US_D1
arb,EW,US_D1
arb,MSTR,US_D1
arb,CNC_US,US_D1
arb,EQIX,US_D1_OPT
arb,DXYZ_US,US_D1
arb,QCOM,US_D1
arb,BMBL_US,US_D1
arb,RKLB_US,US_D1
arb,RDW_US,US_D1
arb,LUNR_US,US_D1
arb,ULTA_US,US_D1
arb,SMR_US,US_D1
arb,NNE_US,US_D1
arb,LEU_US,US_D1
arb,META,US_D1
arb,DE,US_D1_OPT
arb,WHR,US_D1_OPT
arb,AFRM_US,US_D1_OPT
arb,FCT_IM,US_D1
arb,KMC,US_D1
arb,LLY,US_D1_OPT
arb,AMD,US_D1_OPT
arb,NVDA,US_D1_OPT
arb,SNOW_US,US_D1_OPT
arb,DAL,US_D1_OPT
arb,UPS,US_D1
arb,CZR_US,US_D1
arb,TPR_US,US_D1
arb,IQV_US,US_D1
arb,WOLF_US,US_D1
arb,SONO,US_D1
arb,MAR_US,US_D1
arb,DDOG_US,US_D1
arb,ASHR,US_D1
arb,EWW,US_D1
arb,DJT_US,US_D1
arb,LAZR_US,US_D1
arb,LSCC_US,US_D1
arb,CLP,US_D1
arb,CBT_US,US_D1
arb,AEVA_US,US_D1
arb,NOW_US,US_D1
arb,DPZ_US,US_D1
arb,BKR_US,US_D1
arb,RGTI_US,US_D1
arb,QBTS_US,US_D1
arb,MMSX,US_D1
arb,MTCH_US,US_D1
arb,LVS,US_D1
arb,NXPI_US,US_D1
arb,FORD,US_D1
arb,LYFT_US,US_D1
arb,MA,US_D1
arb,GPRO_US,US_D1
arb,TMO,US_D1
arb,HCP,US_D1
arb,NFLX,US_D1_OPT
arb,SPG,US_D1
arb,COIN_US,US_D1
arb,LYV,US_D1
arb,IREN_US,US_D1
arb,X_US,US_D1
arb,RIOT_US,US_D1
arb,HOOD_US,US_D1
arb,DASH_US,US_D1
arb,SPWR,US_D1
arb,YUM,US_D1
arb,C,US_D1
arb,SPOT_US,US_D1
arb,SPY,US_D1
arb,ARKK_US,US_D1
arb,FCT_IM-R,US_D1
arb,ENTG,US_D1
arb,ADI,US_D1
arb,BTDR_US,MTBPROP
arb,MSFT,US_D1
arb,RIVN_US,US_D1
arb,EBAY,US_D1
arb,COTY_US,US_D1
arb,UA_US,US_D1
arb,CHV,US_D1
arb,WYNN,US_D1
arb,SWKS,US_D1
arb,VNQ,US_D1
arb,KEP_US,US_D1
arb,KB_US,US_D1
arb,CPNG,US_D1
arb,MNST,US_D1
arb,STXG,US_D1
arb,PKX,US_D1
arb,SNAP_US,US_D1
arb,SHG_US,US_D1
arb,SSD,US_D1
arb,AXTA_US,US_D1
arb,CME_US,US_D1
arb,EWY,US_D1
arb,BX,US_D1
arb,SWK,US_D1
arb,LAP,US_D1
arb,MP_US,US_D1
arb,CFG_US,US_D1
arb,HBAN,US_D1
arb,IONQ_US,US_D1
arb,QQQQ,US_D1
arb,RCL_N,US_D1
arb,RS,US_D1
arb,NVDA,US_D1
arb,AMAT,US_D1
arb,ZS_US,US_D1
arb,W_US,US_D1
arb,PII,US_D1
arb,ST_US,US_D1
arb,OZK_US,US_D1
arb,TXT,US_D1
arb,AOSL_US,US_D1
arb,ROST,US_D1
arb,IR,US_D1
arb,CVE_US,US_D1
arb,EMR,US_D1
arb,JCI,US_D1
arb,SU_US,US_D1
arb,INTC,US_D1
arb,IYT,US_D1
arb,EOG,US_D1
arb,MOS,US_D1
arb,PPG_US,US_D1
arb,ABB,US_D1
arb,SPR_US,US_D1
arb,EWC,US_D1
arb,IYH_N,US_D1
arb,GPN,US_D1
arb,FBK,US_D1
arb,WDAY_US,US_D1
arb,LMT,US_D1
arb,WBD_US,US_D1
arb,GLW,US_D1
arb,AUR_US,US_D1
arb,QUBT_US,US_D1
arb,PANW,US_D1
arb,GIS,US_D1
arb,JNPR,US_D1
arb,RL,US_D1
arb,S_N,US_D1
arb,GNM,US_D1
arb,BLDP_US,US_D1
arb,PLUG,US_D1
arb,APTV_US,US_D1
arb,VMC,US_D1
arb,HWM_US,US_D1
arb,XPEV_US,US_D1
arb,SYK,US_D1
arb,WRK_US,US_D1
arb,KEY,US_D1
arb,VRTV,US_D1
arb,SQM_US,US_D1
arb,TOST_US,US_D1
arb,SCCO_US,US_D1
arb,CAG,US_D1
arb,FLT_US,US_D1
arb,XLV,US_D1
arb,XLB,US_D1
arb,LYB_US,US_D1
arb,BPUS,US_D1
arb,RHI,US_D1
arb,PYPL,US_D1
arb,STMUS,US_D1
arb,DXCM_US,US_D1
arb,ERTS,US_D1
arb,ALBC,US_D1
arb,HUN_N,US_D1
arb,NIO_US,US_D1
arb,FTNT_US,US_D1
arb,GPK_US,US_D1
arb,MCD,US_D1
arb,DB_US,US_D1
arb,H_N,US_D1
arb,SO,US_D1
arb,MU,US_D1
arb,GOOGL,US_D1
arb,CAT,US_D1_OPT
arb,MRVL,US_D1
arb,OWL_US,US_D1
arb,ETSY,US_D1
arb,TER,US_D1
arb,PFE,US_D1
arb,BMY,US_D1
arb,TEX,US_D1
arb,CPRI_US,US_D1
arb,IBM,US_D1
arb,COST,US_D1
arb,TFC_US,US_D1
arb,SHEL_US,US_D1
arb,FITB,US_D1
arb,GRAB_US,US_D1
arb,CAT,US_D1
arb,IFF,US_D1
arb,WFC,US_D1
arb,CRMI,US_D1
arb,ONNN,US_D1
arb,IBUY_US,US_D1
arb,AFRM_US,US_D1
arb,GE,US_D1
arb,DT_US,US_D1
arb,INTU,US_D1
arb,GD,US_D1
arb,ESPO_US,US_D1
arb,ABBV,US_D1
arb,EXPD,US_D1
arb,GT,US_D1
arb,EXPE,US_D1
arb,SLX_US,US_D1
arb,TAN_US,US_D1
arb,MGA_US,US_D1
arb,OWL_US,MTBPROP
arb,GDX,US_D1
arb,COMM_US,US_D1
arb,USB,US_D1
arb,AMD,US_D1
arb,XLY_US,US_D1
arb,LHX_US,US_D1
arb,MRTY,US_D1
arb,ITA_US,US_D1
arb,STZ_US,US_D1
arb,IHI_US,US_D1
arb,PVH,US_D1
arb,TSN,US_D1
arb,MLM,US_D1
arb,HPE_US,US_D1
arb,NEE_US,US_D1
arb,ABNB_US,US_D1
arb,MDT,US_D1
arb,SOXX,US_D1
arb,PM,US_D1
arb,DTEE,US_D1
arb,NEP_US,US_D1
arb,CCL_US,US_D1
arb,WHR,US_D1
arb,XME,US_D1
arb,FOUR_US,US_D1
arb,UNP,US_D1
arb,PCAR,US_D1
arb,MPWR_US,US_D1
arb,COORS,US_D1
arb,NUE,US_D1
arb,PLD,US_D1
arb,SYNA,US_D1
arb,TRIP,US_D1
arb,WDC,US_D1
arb,DKNG_US,US_D1
arb,LCID_US,US_D1
arb,ETN_US,US_D1
arb,BE,US_D1
arb,TGT,US_D1
arb,SBUX,US_D1
arb,SOFI_US,US_D1
arb,PTC_US,US_D1
arb,ARVM,US_D1
arb,SEDG_US,US_D1
arb,TJX,US_D1
arb,XLI,US_D1
arb,OMC,US_D1
arb,MNDQ,US_D1
arb,TYCE,US_D1
arb,MGMM,US_D1
arb,PNC,US_D1
arb,APH,US_D1
arb,XOM,US_D1
arb,IWM,US_D1
arb,RDDT_US,US_D1
arb,PEJ_US,US_D1
arb,XAR_US,US_D1
arb,XRT,US_D1
arb,STLA_US,US_D1
arb,EL,US_D1_OPT
arb,OKTA_US,US_D1
arb,SGML_US,US_D1
arb,JBLU,US_D1
arb,WAB_US,US_D1
arb,ISRG,US_D1
arb,CMSE,US_D1
arb,MOT,US_D1
arb,PG,US_D1
arb,XPO_US,US_D1
arb,CHD_US,US_D1
arb,CLIFF,US_D1
arb,GRMN,US_D1
arb,VZ,US_D1
arb,DELL_US,US_D1
arb,EMN,US_D1
arb,ECL,US_D1
arb,T,US_D1
arb,XLF,US_D1
arb,PCS,US_D1
arb,HWP,US_D1
arb,LUV,US_D1
arb,HSY,US_D1
arb,CSCO,US_D1
arb,LULU_US,US_D1
arb,ONON_US,US_D1
arb,AAL_OQ,US_D1_OPT
arb,CFI,US_D1
arb,K,US_D1
arb,AAL_QQ,US_D1_OPT
arb,PARA_US,US_D1
arb,WSM,US_D1
arb,LRCX,US_D1
arb,FTV_US,US_D1
arb,CBOE_US,US_D1
arb,PDD_US,US_D1
arb,PDD_US,US_D1_OPT
arb,TXN,US_D1
arb,LRCX,US_D1_OPT
arb,CVNA_US,US_D1
arb,NOC,US_D1
arb,TTD_US,US_D1
arb,VRT_US,US_D1
arb,TSLA,US_D1_OPT
arb,AAPL,US_D1_OPT
arb,CHD,US_D1
arb,DOCU_US,US_D1
arb,OXY_US,US_D1
arb,GILD,US_D1
arb,GOOGL,US_D1_OPT
arb,AMAT,US_D1_OPT
arb,MSFT,US_D1_OPT
arb,UAL,US_D1_OPT
arb,PLUG,US_D1_OPT
arb,META,US_D1_OPT
arb,ENPH_US,US_D1_OPT
arb,SEDG_US,US_D1_OPT
arb,MWD,US_D1
arb,NXPI_US,US_D1_OPT
arb,COIN_US,US_D1_OPT
arb,PYPL,US_D1_OPT
arb,ONNN,US_D1_OPT
arb,VFC,US_D1
arb,RCL_N,US_D1_OPT
arb,INTC,US_D1_OPT
arb,NOC,US_D1_OPT
arb,ELV_US,US_D1
arb,MANI,US_D1
arb,FORD,US_D1_OPT
arb,GD,US_D1_OPT
arb,DOW,US_D1_OPT
arb,GNM,US_D1_OPT
arb,LMT,US_D1_OPT
arb,MMNQ,US_D1
arb,PODD_US,US_D1
arb,NKE,US_D1_OPT
arb,XOM,US_D1_OPT
arb,UBER_US,US_D1_OPT
arb,ASMLUS,US_D1
arb,TNDM_US,US_D1
arb,RBLX_US,US_D1
arb,ETN,US_D1_OPT
arb,PFE,US_D1_OPT
arb,DD_US,US_D1
arb,MTUM,US_D1
arb,NFLX,US_D1
arb,DG,US_D1
arb,KKR_US,US_D1
arb,NDAQ,US_D1
arb,SMCI_US,US_D1
arb,LULU_US,US_D1_OPT
arb,DIS,US_D1
arb,MU_GY,US_D1_EU
arb,TKA,US_D1_EU
arb,BAE,US_D1_EU
arb,ULVR-X,US_D1_EU
arb,FRESN,US_D1_EU
arb,BBL,US_D1_EU
arb,UBI,US_D1_EU
arb,TEY_GY,US_D1_EU
arb,KLA_GY,US_D1_EU
arb,EVO_SS,US_D1_EU
arb,OHB,US_D1_EU
arb,SXPAUTO,US_D1_EU
arb,BNP,US_D1_EU
arb,LR,US_D1_EU
arb,ESX,US_D1_EU
arb,ENR,US_D1_EU
arb,OCN_LN,US_D1_EU
arb,NVDA_GY,US_D1_EU
arb,HY9H,US_D1_EU
arb,TL0_GY,US_D1_EU
arb,SSU_GF,US_D1_EU
arb,ABBS,US_D1_EU
arb,DTG_GY,US_D1_EU
arb,ASML,US_D1_EU
arb,SAP,US_D1_EU
arb,ASM,US_D1_EU
arb,VOW3,US_D1_EU
arb,GSZ,US_D1_EU
arb,LVMH,US_D1_EU
arb,DGE,US_D1_EU
arb,ING,US_D1_EU
arb,ELF,US_D1_EU
arb,AMRQ_LN,US_D1_EU
arb,ADS,US_D1_EU
arb,BMW,US_D1_EU
arb,AZN,US_D1_EU
arb,RHM,US_D1_EU
arb,EAD,US_D1_EU
arb,GXO,US_D1_EU
arb,STM,US_D1_EU
arb,SAN-SYN,US_D1_EU
arb,SU,US_D1_EU
arb,RMS,US_D1_EU
arb,AIRP,US_D1_EU
arb,AXAF,US_D1_EU
arb,TAB,US_D1_EU
arb,PIN-PRIN,US_D1_EU
arb,SAF,US_D1_EU
arb,VINCI,US_D1_EU
arb,RR,US_D1_EU
arb,EL,US_D1_EU
arb,EI,US_D1_EU
arb,ANTO,US_D1_EU
arb,REL,US_D1_EU
arb,GLEN,US_D1_EU
arb,RWE,US_D1_EU
arb,BAY,US_D1_EU
arb,MUV2,US_D1_EU
arb,LOREAL,US_D1_EU
arb,CAPP,US_D1_EU
arb,ABIB,US_D1_EU
arb,RDS,US_D1_EU
arb,WKL,US_D1_EU
arb,PRX_NA,US_D1_EU
arb,SIE,US_D1_EU
arb,ADYEN,US_D1_EU
arb,ALV,US_D1_EU
arb,DCX,US_D1_EU
arb,DTE,US_D1_EU
arb,IFX,US_D1_EU
arb,BESI,US_D1_EU
arb,DBK,US_D1_EU
arb,DPW,US_D1_EU
arb,BAS,US_D1_EU
arb,CBK,US_D1_EU
arb,BP,US_D1_EU
arb,HSB,US_D1_EU
arb,RTZ,US_D1_EU
arb,ULVR,US_D1_EU
arb,TLRY1,WACKER
arb,TLRY,WACKER
arb,TMQ_US,WACKER
arb,SKE_US,WACKER
arb,CADUSD,WACKER
arb,AGI_US,WACKER
arb,IAG_US,WACKER
arb,FVI_US,WACKER
arb,EQX_US,WACKER
arb,NGD_US,WACKER
arb,K_US,WACKER
arb,PAAS_US,WACKER
arb,GLDS,WACKER
arb,AG_US,WACKER
arb,B_US,WACKER
arb,IBIT_US,WACKER
arb,SUNC_US,WACKER
arb,SLV,WACKER
arb,SUN_US,WACKER
arb,ERO_US,WACKER
arb,LAC_US,WACKER
arb,NXE_US,WACKER
arb,UUUU_US,WACKER
arb,FSM_US,WACKER
arb,KGC_US,WACKER
arb,SSRM_US,WACKER
arb,SA_US,WACKER
arb,WPM_US,WACKER
arb,OR_US,WACKER
arb,CGAU_US,WACKER
arb,TFPM_US,WACKER
arb,HMB_US,WACKER
arb,HBM_US,WACKER
arb,TAC_US,WACKER
arb,CCO_US,WACKER
arb,CLS,WACKER
arb,COST,WACKER
arb,MSFT,WACKER
arb,TSLA,WACKER
arb,AAPL,WACKER
arb,GOOG,WACKER
arb,META,WACKER
arb,NVDA,WACKER
arb,AMZN,WACKER
arb,AMD,WACKER
arb,BRK-B,WACKER
arb,EXE_US,WACKER
arb,CLIFF,WACKER
arb,VLO,WACKER
arb,OXY_US,WACKER
arb,DVN_US,WACKER
arb,SLB,WACKER
arb,APA,WACKER
arb,TRGP_US,WACKER
arb,CHK,WACKER
arb,NTR_US,WACKER
arb,PRMB_US,WACKER
arb,CDE,WACKER
arb,PBA_US,WACKER
arb,SU_US,WACKER
arb,BMO_US,WACKER
arb,ENB_US,WACKER
arb,BCE_US,WACKER
arb,TD_US,WACKER
arb,BNS_US,WACKER
arb,CP_US,WACKER
arb,CM_US,WACKER
arb,CVE_US,WACKER
arb,AEM_US,WACKER
arb,CGC_US,WACKER
arb,NEM,WACKER
arb,BB,WACKER
arb,RGLD,WACKER
arb,ACB_US,WACKER
arb,RY_US,WACKER
arb,SHOP_US,WACKER
arb,GOLD_US,WACKER
arb,CNQ_US,WACKER
arb,TRP_US,WACKER
arb,OVV_US,WACKER
arb,CHRD_US,WACKER
arb,FNV_US,WACKER
arb,DAN_D,STOCKS_DIV
arb,FME_D,STOCKS_DIV
arb,DTE_D,STOCKS_DIV
arb,EN_D,STOCKS_DIV
arb,CON_D,STOCKS_DIV
arb,EAD_D,STOCKS_DIV
arb,PIN-PRIN_D,STOCKS_DIV
arb,SIE_D,STOCKS_DIV
arb,POR3_D,STOCKS_DIV
arb,VIE_D,STOCKS_DIV
arb,SU_D,STOCKS_DIV
arb,RNO_D,STOCKS_DIV
arb,DPW_D,STOCKS_DIV
arb,PUM_D,STOCKS_DIV
arb,VNA_D,STOCKS_DIV
arb,GSZ_D,STOCKS_DIV
arb,AGN_D,STOCKS_DIV
arb,SAF_D,STOCKS_DIV
arb,DAST_D,STOCKS_DIV
arb,RDS_D,STOCKS_DIV
arb,CRAG_D,STOCKS_DIV
arb,EOA_D,STOCKS_DIV
arb,ING_D,STOCKS_DIV
arb,ML_D,STOCKS_DIV
arb,LOREAL_D,STOCKS_DIV
arb,AIRP_D,STOCKS_DIV
arb,PRX_NA_D,STOCKS_DIV
arb,LVMH_D,STOCKS_DIV
arb,MBG_D,STOCKS_DIV
arb,ADS_D,STOCKS_DIV
arb,RWE_D,STOCKS_DIV
arb,DTG_GY_D,STOCKS_DIV
arb,P911_D,STOCKS_DIV
arb,SAN-SYN_D,STOCKS_DIV
arb,CARRE_D,STOCKS_DIV
arb,TCFP_D,STOCKS_DIV
arb,ENR_D,STOCKS_DIV
arb,LHA_D,STOCKS_DIV
arb,PERN_D,STOCKS_DIV
arb,FTE_D,STOCKS_DIV
arb,SGO_D,STOCKS_DIV
arb,STLA_D,STOCKS_DIV
arb,UL_D,STOCKS_DIV
arb,CAPP_D,STOCKS_DIV
arb,BNP_D,STOCKS_DIV
arb,ARCM_D,STOCKS_DIV
arb,SAP_D,STOCKS_DIV
arb,SOC-GEN_D,STOCKS_DIV
arb,ELF_D,STOCKS_DIV
arb,IFX_D,STOCKS_DIV
arb,EI_D,STOCKS_DIV
arb,TKA_D,STOCKS_DIV
arb,VINCI_D,STOCKS_DIV
arb,CBK_D,STOCKS_DIV
arb,DBK_D,STOCKS_DIV
arb,BAS_D,STOCKS_DIV
arb,AXAF_D,STOCKS_DIV
arb,BMW_D,STOCKS_DIV
arb,VOW3_D,STOCKS_DIV
arb,SIE,STOCKS_EUR
arb,TUI-R,STOCKS_EUR
arb,ALV,STOCKS_EUR
arb,CEO,STOCKS_EUR
arb,DB1,STOCKS_EUR
arb,DBK,STOCKS_EUR
arb,DCX,STOCKS_EUR
arb,DCX-X,STOCKS_EUR
arb,DSFIR,STOCKS_EUR
arb,DTE,STOCKS_EUR
arb,DTG_GY,STOCKS_EUR
arb,EOA,STOCKS_EUR
arb,FTSETF,STOCKS_EUR
arb,LHA,STOCKS_EUR
arb,MEO,STOCKS_EUR
arb,MUV2,STOCKS_EUR
arb,NOK,STOCKS_EUR
arb,POR3,STOCKS_EUR
arb,SIE-X,STOCKS_EUR
arb,TKA,STOCKS_EUR
arb,TKA-X,STOCKS_EUR
arb,TKMS_GY,STOCKS_EUR
arb,TUI,STOCKS_EUR
arb,VOW3,STOCKS_EUR
arb,AMS,STOCKS_EUR2
arb,BBVA,STOCKS_EUR2
arb,DPW,STOCKS_EUR2
arb,ADS,STOCKS_EUR
arb,BAS,STOCKS_EUR
arb,BAY,STOCKS_EUR
arb,BMW,STOCKS_EUR
arb,SAP,STOCKS_EUR
arb,CBK,STOCKS_EUR
arb,DBK_D,STOCKS_EUR
arb,HOT,STOCKS_EUR4
arb,TEF,STOCKS_EUR4
arb,ENR,STOCKS_EUR
arb,BAYWA,JCPROP
arb,RWE,STOCKS_EUR
arb,GLPG_BR,JCPROP
arb,LHA,JCPROP
arb,PUM,STOCKS_EUR2
arb,LHA,JNR_STOCKS_EUR
arb,TUI-R,JCPROP
arb,TUI,JCPROP
arb,LOREAL10,STOCKS_EUR
arb,UMG,STOCKS_EUR
arb,PHIL,STOCKS_EUR
arb,EAD,STOCKS_EUR2
arb,AGN,STOCKS_EUR
arb,RDS,STOCKS_EUR
arb,TMICC,STOCKS_EUR
arb,PRY,STOCKS_EUR4
arb,BNP,STOCKS_EUR
arb,CARRE,STOCKS_EUR
arb,CRAG,STOCKS_EUR
arb,DAN,STOCKS_EUR
arb,FTE,STOCKS_EUR
arb,G,STOCKS_EUR
arb,ING,STOCKS_EUR
arb,LOREAL,STOCKS_EUR
arb,RACE_IM,STOCKS_EUR
arb,RNO,STOCKS_EUR
arb,SOC-GEN,STOCKS_EUR
arb,STLA_IM,STOCKS_EUR
arb,UC,STOCKS_EUR
arb,UN,STOCKS_EUR
arb,UN-X,STOCKS_EUR
arb,UPM1V,STOCKS_EUR
arb,UPM_FH,STOCKS_EUR
arb,ABIB,STOCKS_EUR2
arb,AH,STOCKS_EUR2
arb,AKM,STOCKS_EUR2
arb,AKZ,STOCKS_EUR2
arb,ALO,STOCKS_EUR2
arb,ALO-R,STOCKS_EUR2
arb,ASML,STOCKS_EUR2
arb,DSFIR,STOCKS_EUR2
arb,DSM,STOCKS_EUR2
arb,EAPI,STOCKS_EUR2
arb,LVMH,STOCKS_EUR2
arb,ARCM,STOCKS_EUR
arb,BIT,STOCKS_EUR
arb,LVMH10,STOCKS_EUR2
arb,FCB,STOCKS_EUR4
arb,FCT_IM,STOCKS_EUR4
arb,PIN-PRIN,STOCKS_EUR2
arb,PIN-PRIN10,STOCKS_EUR2
arb,RMS,STOCKS_EUR2
arb,RMS10,STOCKS_EUR2
arb,SAN-SYN,STOCKS_EUR2
arb,SAN-SYN-X,STOCKS_EUR2
arb,SGO,STOCKS_EUR2
arb,SU,STOCKS_EUR2
arb,VIE,STOCKS_EUR2
arb,VINCI,STOCKS_EUR2
arb,VK,STOCKS_EUR2
arb,ADYEN,STOCKS_EUR4
arb,AMP_IM,STOCKS_EUR4
arb,ARG,STOCKS_EUR4
arb,AZM,STOCKS_EUR4
arb,BAMI,STOCKS_EUR4
arb,BC_IM,STOCKS_EUR4
arb,BGN_IM,STOCKS_EUR4
arb,BMED_IM,STOCKS_EUR4
arb,BPE_IM,STOCKS_EUR4
arb,BZU_IM,STOCKS_EUR4
arb,CPR_IM,STOCKS_EUR4
arb,DIA_IM,STOCKS_EUR4
arb,DIE,STOCKS_EUR4
arb,ERG_IM,STOCKS_EUR4
arb,IF_IM,STOCKS_EUR4
arb,INW,STOCKS_EUR4
arb,IP_IM,STOCKS_EUR4
arb,IVG_IM,STOCKS_EUR4
arb,JUVE_IM,STOCKS_EUR4
arb,LDO_IM,STOCKS_EUR4
arb,MB,STOCKS_EUR4
arb,MONC_IM,STOCKS_EUR4
arb,MONC_MI,STOCKS_EUR4
arb,NEXI,STOCKS_EUR4
arb,PIRC_IM,STOCKS_EUR4
arb,PST,STOCKS_EUR4
arb,REY_IM,STOCKS_EUR4
arb,SES_IM,STOCKS_EUR4
arb,SPM_IM,STOCKS_EUR4
arb,SRG_IM,STOCKS_EUR4
arb,STM,STOCKS_EUR4
arb,STM_IM,STOCKS_EUR4
arb,TEN_IM,STOCKS_EUR4
arb,TIT_IM,STOCKS_EUR4
arb,ELF,STOCKS_EUR
arb,ENEL,STOCKS_EUR
arb,ENI,STOCKS_EUR
arb,UL1,STOCKS_EUR2
arb,UNI_IM,STOCKS_EUR4
arb,ING,JNR_STOCKS_EUR
arb,TRN_IM,STOCKS_EUR4
arb,AXAF,STOCKS_EUR
arb,VIVENDI,STOCKS_EUR
arb,KPN,STOCKS_EUR
arb,VOD_US,BROADWAY
arb,FLTR_US,BROADWAY
arb,MGMM,BROADWAY
arb,BX,BROADWAY
arb,WHR,BROADWAY
arb,PVH,BROADWAY
arb,ALGN,BROADWAY
arb,PCS,BROADWAY
arb,MPWR_US,BROADWAY
arb,WMT,BROADWAY
